flpc:1536/2-1,100979046,201925619,404285610,606216624,808457541,1212713593,1617345975,2425481659,3234453086,4852451216,6467061948,8089214629,9705772513
rs:1536/0-8,215051077,375926053,545143833,262507645,358568808,314410697,425232553,588266586,769946655,1110359081,1274319102,1405826707,1574732833
rs:1536/1-8,213729312,377395319,540642988,257987076,357420070,307986358,423736470,587109495,768026638,1112893782,1283849183,1409557678,1605620871
rs:1536/2-8,213522661,427051851,853851816,1280937342,1707260012,2561526580,3414712874,5121071158,6829087899,10243348224,13458003790,17072359957,20490117104
flpc:1536/1-8,98926236,198066653,289672988,197489741,287277815,264309807,298436368,359103158,440143411,569831640,635991960,693870396,760586881
flpc:1536/2-8,100881104,201784449,401656693,603427116,803323735,1204586940,1605384190,2409738247,3212228411,4819120093,6444247045,8032625033,9633449733
fl:384/0-1,93641336,21400110,16270009,12123913,9120166,6671739,5690497,4392734,3934202,3251497,2928239,2762359,2609733
op:384/0-1,202945633,405902000,531482369,315366532,348299696,261194274,263155743,266547149,299528868,359622946,389472434,429042502,466976985
sapc:384/0-1,212793399,425483262,546103964,257071568,378573312,344299597,387233571,471674629,622447119,882768876,1000688615,1082678630,1260697816
saca:384/0-1,277189992,554506909,729412314,377568332,416988797,302720564,297299372,294915661,324959916,388561163,412504609,460692189,510157456
fl:384/0-8,96470082,21856595,11823734,9440879,8328897,6918753,6045195,4543693,3966831,3170251,2882218,2902160,2539502
op:384/0-8,175938895,338292649,419142643,159430925,198834412,200396791,219725714,257830852,330065248,443867267,256149604,245897283,144964314
sapc:384/0-8,204455244,406318155,397262578,214426345,217172144,224507800,233919820,255778845,314444309,408692671,244538624,196849383,85041530
saca:384/0-8,135020342,269895052,373277829,197499768,245745592,223897678,210563957,230609057,274679625,482275900,256373472,251605305,191457998
fl:384/0-16,96310143,23142916,10949104,8956236,7644292,6324198,5580606,4513962,3933194,3096723,2859204,2697612,2593568
op:384/0-16,171612528,341378781,417068992,157316359,240617193,201301588,224138750,257765851,212652236,89888703,74234789,58027035,51107919
sapc:384/0-16,202357206,404534085,425816848,239603863,226143092,234731250,238691736,256845521,203822426,55996824,37597163,31021227,27411699
saca:384/0-16,80416479,160529335,278028065,198502806,223905819,235002617,231271678,300999490,192722022,104713276,75823151,59435071,48721173
fl:1536/0-1,93639761,24354839,15926948,12122253,9197632,6779518,5659449,4462977,3914086,3187144,2933025,3060574,2622636
op:1536/0-1,202946076,405882426,536710196,297606574,355254336,264711825,266658205,265565853,298385037,351573317,387460666,429588579,455964405
sapc:1536/0-1,212824989,425632476,540526182,256888233,367115883,333078561,451041504,641404481,848732580,1237406107,1856341736,2167433451,2375020365
saca:1536/0-1,282254307,554390663,725896884,361764598,415347266,311274767,299736802,290020363,324359362,378002281,406427314,455686437,499801542
fl:1536/0-8,96463862,22288812,11001251,9211473,7830212,6470193,5699159,4545114,3947306,3174540,3220322,2858600,2553123
op:1536/0-8,161637014,322203184,396402277,167624448,246796891,232207174,281836517,372263121,482180311,693277000,815108878,913907423,1067731447
sapc:1536/0-8,203203790,407171408,521106280,259088590,362142915,315646471,425301865,586835841,766439333,1108709365,1255850408,1420307010,1599000103
saca:1536/0-8,134859953,269881139,336332327,146158251,222556318,218541785,276499380,362146652,474380562,675317502,787129324,880529625,1027173829
